textbox14,textbox79,textbox83,textbox81,textbox48
"Quarter 4 (10/01/2013-12/31/2013), Quarter 3 (07/01/2013-09/30/2013), Quarter 2 (04/01/2013-06/30/2013), Quarter 1 (01/01/2013-03/31/2013)",All,All,All,2/16/2026 3:18:12 PM

textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,SumLawsuitsClosedTot,SumLawsuitsClosedCon,SumLawsuitsOpenBegin,SumLawsuitsOpenEnd,SumLawsuitsOpenTot,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1,Textbox104,Textbox158,Textbox151,Textbox140,Textbox122
Period Ending  9/30/2013,Personal Residential - Dwelling/Fire,"760,907","26,538","22,806",1,87,"57,441","53,361","147,943,653,853","934,045,944","707,546","14,592,836,507","885,258,454","48,787,489","1,022","1,004",,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Dwelling/Fire - Mobile Homeowners,"69,064",800,"2,585",0,0,"2,331","2,411","2,549,468,575","40,310,818","66,653","73,645,261","39,851,536","459,282",7,2,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,573,4,19,0,0,37,0,"23,384,330","498,444",573,0,"498,444",0,0,0,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Farmowners,"2,790",80,48,1,0,95,6,"1,424,102,014","10,117,908","2,784","6,190,827","10,084,291","33,617",22,20,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,443,034","123,340","57,525",1,"2,380","185,589","190,039","1,453,561,388,629","7,381,599,792","3,252,995","136,116,659,061","7,064,654,122","316,945,670","12,890","12,376",,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"143,674","1,839","5,316",0,0,"4,776",0,"71,554,431,940","379,845,807","143,674",0,"379,845,807",0,195,941,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Mobile Homeowners,"272,988","6,449","3,857",7,310,"8,564","11,495","22,839,319,601","291,142,495","261,493","802,907,696","286,827,861","4,314,634",376,377,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Mobile Homeowners - WIND ONLY,"5,779",40,218,0,0,151,0,"319,940,530","5,505,057","5,779",0,"5,505,057",0,0,0,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Tenants,"414,834","63,465","3,063",0,0,"81,077","8,459","11,784,567,757","102,932,240","406,375","564,104,962","100,100,777","2,831,463","1,397",965,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Tenants - WIND ONLY,"2,756",136,194,0,0,203,0,"397,912,402","3,064,945","2,756",0,"3,064,945",0,20,80,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Commercial Residential - (Apartment Buildings) - WIND ONLY,"4,041",108,161,0,0,201,0,"3,980,610,752","28,322,270","4,041",0,"28,322,270",0,52,33,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Commercial Residential - (Condo Associations Only) - WIND ONLY,"6,209",40,374,0,0,266,0,"43,329,106,808","191,322,349","6,209",0,"191,322,349",0,189,151,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Commercial Residential - (Homeowners Association) - WIND ONLY,350,7,29,0,0,25,0,"1,278,749,141","5,341,369",350,0,"5,341,369",0,14,6,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Commercial Residential - Allied Lines (Condo Associations Only),2,0,6,0,0,0,2,0,"15,917",0,"21,251,630",0,"15,917",0,0,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Commercial Residential - Allied Lines (Excl Condo Associations),688,8,91,0,0,54,2,"2,098,289,777","9,654,884",686,"1,258,680","9,650,235","4,649",18,8,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Commercial Residential - CMP (Condo Associations Only),"8,686",264,"1,046",0,0,"1,354","1,775","78,674,949,274","461,075,519","6,911","12,578,399,774","446,778,404","14,297,115",0,0,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Commercial Residential - CMP (Excl Condo Associations),"35,474","1,212",289,0,0,421,"4,192","13,421,975,119","78,371,881","31,282","2,429,086,223","69,986,921","8,384,960",11,11,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Commercial Residential - Dwelling/Fire (Condo Associations Only),"4,814",45,189,0,0,136,172,"42,920,410,179","237,305,274","4,642","542,046,507","236,477,860","827,414",0,0,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,050",59,115,0,0,142,157,"9,758,954,974","54,258,607","2,893","225,749,802","53,767,815","490,792",0,0,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Allied Lines,"47,882","3,386",422,0,0,"2,376",850,"7,806,117,979","61,614,844","47,032","2,437,231,564","54,481,551","7,133,293",0,0,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"24,935",350,624,0,0,846,0,"8,079,585,673","45,984,304","24,935",0,"45,984,304",0,54,12,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Condominium Unit Owners,"783,107","26,842","7,685",0,28,"34,401","96,629","72,396,753,286","719,301,003","686,478","18,077,701,213","644,801,098","74,499,904","25,627","27,040",,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Condominium Unit Owners - WIND ONLY,"59,812",694,"1,653",0,0,"1,902",0,"9,902,197,803","57,163,509","59,812",0,"57,163,509",0,684,958,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Dwelling/Fire,"766,434","23,815","17,884",2,6,"46,717","53,999","149,524,990,191","938,684,100","712,435","14,719,019,066","889,387,561","49,296,539","37,189","37,698",,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Dwelling/Fire - Mobile Homeowners,"67,279",672,"2,489",0,0,"1,821","2,355","2,410,769,778","38,681,041","64,924","71,183,739","38,239,682","441,359",446,1,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,559,4,20,0,0,10,0,"22,669,810","490,553",559,0,"490,553",0,0,0,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Farmowners,"2,770",65,29,0,0,73,6,"1,424,004,859","10,171,608","2,764","6,199,427","10,137,347","34,261",18,18,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,450,603","115,056","49,882",1,"1,012","170,844","189,484","1,462,679,425,310","7,399,207,657","3,261,119","135,706,220,064","7,084,121,841","315,085,815","153,578","155,230",,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"141,405","1,387","4,027",0,0,"3,215",0,"70,523,191,968","381,428,661","141,405",0,"381,428,661",0,"1,039",969,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Mobile Homeowners,"269,906","7,153","4,318",31,313,"8,408","11,606","22,627,716,676","287,258,559","258,300","810,920,104","282,898,228","4,360,331",411,407,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Mobile Homeowners - WIND ONLY,"5,647",35,196,0,0,99,0,"313,478,920","5,467,350","5,647",0,"5,467,350",0,3,3,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Tenants,"420,267","56,811","2,208",2,1,"64,376","8,893","11,836,525,818","103,540,676","411,374","580,458,418","100,622,457","2,918,219","6,109","6,157",,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,
Period Ending  12/31/2013,Personal Residential - Tenants - WIND ONLY,"2,700",85,159,0,0,94,0,"412,748,914","3,100,266","2,700",0,"3,100,266",0,35,129,,,,,,,,,,,,,,,,"6,106,620","238,098","93,896",36,"1,360","337,781","370,122","2,015,423,223,008","11,117,762,200","5,736,498","188,206,726,210","10,639,971,632","477,790,568","225,477","228,831",,,,,,,,,,,,,,,

