textbox14,textbox79,textbox83,textbox81,textbox48
"Quarter 4 (10/01/2013-12/31/2013), Quarter 3 (07/01/2013-09/30/2013), Quarter 2 (04/01/2013-06/30/2013), Quarter 1 (01/01/2013-03/31/2013)",All,All,All,2/16/2026 3:18:12 PM

textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,SumLawsuitsClosedTot,SumLawsuitsClosedCon,SumLawsuitsOpenBegin,SumLawsuitsOpenEnd,SumLawsuitsOpenTot,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1,Textbox104,Textbox158,Textbox151,Textbox140,Textbox122
Period Ending  3/31/2013,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"26,019",417,700,0,0,927,0,"8,383,660,044","44,178,444","26,019",0,"44,178,444",0,128,1,,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Condominium Unit Owners,"776,843","30,340","10,829",0,19,"38,921","93,012","71,596,986,807","684,424,107","683,831","17,294,078,749","614,729,976","69,694,131","6,136","6,007",,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Condominium Unit Owners - WIND ONLY,"58,995",599,"1,963",0,0,"2,605",0,"9,910,728,340","52,428,171","58,995",0,"52,428,171",0,"1,889","2,174",,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Dwelling/Fire,"744,940","22,673","15,998",0,"1,022","45,210","52,465","144,601,455,223","874,000,845","692,475","14,477,856,199","826,235,990","47,764,855","3,473","8,129",,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Dwelling/Fire - Mobile Homeowners,"72,344","1,143","4,025",0,0,"2,190","2,531","2,882,296,767","44,431,097","69,813","85,005,317","43,902,347","528,750","7,382",67,,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,598,5,23,0,0,13,0,"24,951,210","497,948",598,0,"497,948",0,0,0,,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Farmowners,"2,856",74,90,0,0,294,6,"1,442,446,001","9,848,688","2,850","6,178,827","9,820,183","28,505",14,14,,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,445,844","105,173","48,697",109,"4,495","145,459","194,146","1,448,877,029,425","7,149,644,633","3,251,698","140,381,733,601","6,825,836,292","323,808,341","36,430","32,261",,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"157,073","2,504","4,421",0,0,"3,779",0,"80,404,970,981","390,668,606","157,073",0,"390,668,606",0,"1,540","2,286",,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Mobile Homeowners,"277,171","9,318","7,666",16,"1,273","12,593","11,063","23,511,691,447","298,060,254","266,108","786,269,246","293,778,541","4,281,713","1,376","2,741",,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Mobile Homeowners - WIND ONLY,"5,992",33,220,0,0,134,0,"342,239,990","5,528,639","5,992",0,"5,528,639",0,0,0,,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Tenants,"388,479","45,907","1,897",0,0,"57,443","8,091","11,186,025,640","96,131,341","380,388","542,134,392","93,418,704","2,712,637","2,790","2,216",,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  3/31/2013,Personal Residential - Tenants - WIND ONLY,"2,015",65,155,0,0,101,0,"192,640,412","1,512,252","2,015",0,"1,512,252",0,40,234,,,,,,,,,,,,,,,,"6,078,151","223,727","99,780",125,"6,871","315,758","369,457","2,012,392,429,961","10,757,768,761","5,708,694","193,440,333,500","10,277,031,756","480,737,005","62,220","57,015",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Commercial Residential - (Apartment Buildings) - WIND ONLY,"4,177",95,105,0,0,147,0,"3,978,518,875","27,013,832","4,177",0,"27,013,832",0,54,363,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Commercial Residential - (Condo Associations Only) - WIND ONLY,"6,407",46,225,0,0,401,0,"45,380,312,648","194,514,113","6,407",0,"194,514,113",0,284,686,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Commercial Residential - (Homeowners Association) - WIND ONLY,363,0,14,0,0,18,0,"1,373,311,380","6,037,340",363,0,"6,037,340",0,9,44,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Commercial Residential - Allied Lines (Condo Associations Only),10,0,18,0,0,0,5,"12,088,280","181,366",5,"29,813,630","82,601","98,765",0,0,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Commercial Residential - Allied Lines (Excl Condo Associations),815,31,115,0,0,70,4,"2,479,643,326","9,537,390",811,"2,414,680","9,508,422","28,968",47,68,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Commercial Residential - CMP (Condo Associations Only),"8,553",466,"1,130",0,3,"1,789","1,744","78,805,946,618","456,917,107","6,809","12,643,225,413","442,742,114","14,174,993",1,0,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Commercial Residential - CMP (Excl Condo Associations),"37,813","1,317",284,0,0,372,"4,858","13,798,728,808","78,354,138","32,955","3,101,134,268","68,659,606","9,694,533",18,18,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Commercial Residential - Dwelling/Fire (Condo Associations Only),"4,897",398,193,0,4,274,171,"43,526,845,611","236,291,130","4,726","457,043,600","235,282,718","1,008,412",0,0,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,100",263,124,0,0,213,165,"9,725,017,532","54,270,050","2,935","322,457,300","53,726,241","543,809",1,0,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Allied Lines,"50,302","3,830",246,0,0,"3,315",852,"8,166,039,380","61,989,325","49,450","2,554,353,061","54,742,987","7,246,338",0,0,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"25,015",498,963,0,0,"1,355",0,"7,989,635,169","43,790,337","25,015",0,"43,790,337",0,992,94,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Condominium Unit Owners,"779,212","36,082","9,989",1,25,"48,270","94,648","71,975,458,172","703,566,161","684,564","17,568,900,305","631,690,606","71,875,555","10,427","10,621",,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Condominium Unit Owners - WIND ONLY,"59,376",913,"2,651",0,0,"3,555",0,"9,857,600,540","54,372,040","59,376",0,"54,372,040",0,"4,906","5,296",,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Dwelling/Fire,"752,820","27,898","21,160",1,647,"57,590","52,996","145,942,015,142","905,524,747","699,824","14,510,793,930","856,994,320","48,530,428","1,424",760,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Dwelling/Fire - Mobile Homeowners,"70,123","1,018","4,133",0,0,"2,843","2,456","2,650,629,595","41,463,858","67,667","76,752,174","40,985,400","478,458",13,100,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,559,6,47,0,0,14,0,"23,074,440","475,639",559,0,"475,639",0,0,0,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Farmowners,"2,824",62,83,0,0,113,6,"1,432,918,473","9,943,328","2,818","6,190,827","9,910,149","33,179",26,28,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,438,842","131,125","58,918",2,"3,424","189,064","191,325","1,448,218,578,689","7,281,332,766","3,247,517","136,577,787,612","6,963,239,060","318,093,706","61,831","54,479",,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"145,307","2,843","6,129",0,0,"5,226",0,"72,086,041,413","369,916,059","145,307",0,"369,916,059",0,"8,645","2,051",,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Mobile Homeowners,"274,774","8,728","7,075",11,992,"13,472","11,488","23,141,940,758","294,354,087","263,286","803,759,388","289,990,742","4,363,346",159,157,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Mobile Homeowners - WIND ONLY,"5,886",65,301,0,0,260,0,"326,477,900","5,500,299","5,886",0,"5,500,299",0,5,5,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Tenants,"400,701","52,074","2,079",0,0,"66,990","8,208","11,486,355,677","99,512,473","392,493","559,475,330","96,744,980","2,767,493","1,088",458,,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  6/30/2013,Personal Residential - Tenants - WIND ONLY,"2,823",110,185,0,0,117,0,"407,530,846","3,033,775","2,823",0,"3,033,775",0,146,"1,132",,,,,,,,,,,,,,,,"6,074,699","267,868","116,167",15,"5,095","395,468","368,926","2,002,784,709,273","10,937,891,361","5,705,773","189,214,101,518","10,458,953,379","478,937,982","90,076","76,360",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Commercial Residential - (Apartment Buildings) - WIND ONLY,"4,128",101,113,0,0,183,0,"3,976,922,010","27,815,111","4,128",0,"27,815,111",0,18,0,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Commercial Residential - (Condo Associations Only) - WIND ONLY,"6,395",44,196,0,0,249,0,"44,997,330,670","196,005,973","6,395",0,"196,005,973",0,23,2,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Commercial Residential - (Homeowners Association) - WIND ONLY,369,5,9,0,0,22,0,"1,434,288,236","6,276,476",369,0,"6,276,476",0,2,0,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Commercial Residential - Allied Lines (Condo Associations Only),8,0,3,0,0,1,5,"3,037,480","123,684",3,"29,813,630","24,914","98,770",0,0,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Commercial Residential - Allied Lines (Excl Condo Associations),743,15,135,0,0,79,4,"2,091,103,391","9,495,966",739,"2,779,680","9,464,198","31,768",1,0,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Commercial Residential - CMP (Condo Associations Only),"8,637",169,531,0,0,798,"1,776","79,208,885,634","459,907,116","6,861","12,766,100,403","445,466,935","14,440,182",1,1,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Commercial Residential - CMP (Excl Condo Associations),"36,560","1,446",226,0,0,395,"4,505","13,963,746,589","78,455,894","32,055","2,728,450,196","69,499,742","8,956,152",11,16,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Commercial Residential - Dwelling/Fire (Condo Associations Only),"4,907",44,135,0,0,194,173,"43,666,385,113","238,977,776","4,734","478,422,509","237,915,147","1,062,629",0,0,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,085",55,126,0,0,159,163,"9,815,587,557","54,308,365","2,922","322,960,981","53,762,958","545,407",0,0,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Allied Lines,"49,315","3,640",411,0,0,"3,062",864,"8,019,375,181","62,198,734","48,451","2,498,415,726","54,891,542","7,307,192",0,0,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"25,105",405,905,0,0,"1,396",0,"8,093,499,866","45,651,469","25,105",0,"45,651,469",0,1,5,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Condominium Unit Owners,"781,821","29,653","8,086",0,9,"40,094","95,837","72,149,953,943","716,326,518","685,984","17,873,894,115","642,704,915","73,621,603","2,272","2,498",,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
Period Ending  9/30/2013,Personal Residential - Condominium Unit Owners - WIND ONLY,"59,983",884,"2,126",0,0,"3,305",0,"10,004,727,620","56,729,560","59,983",0,"56,729,560",0,79,391,,,,,,,,,,,,,,,,"6,097,455","259,152","108,633",10,"2,786","390,201","369,098","2,009,823,012,921","11,101,336,091","5,728,357","188,857,181,554","10,621,900,233","479,435,858","18,337","18,678",,,,,,,,,,,,,,,
