textbox14,textbox79,textbox83,textbox81,textbox48
"Quarter 4 (10/01/2015-12/31/2015), Quarter 3 (07/01/2015-09/30/2015), Quarter 2 (04/01/2015-06/30/2015), Quarter 1 (01/01/2015-03/31/2015)",All,All,All,2/16/2026 3:16:00 PM

textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,SumLawsuitsClosedTot,SumLawsuitsClosedCon,SumLawsuitsOpenBegin,SumLawsuitsOpenEnd,SumLawsuitsOpenTot,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1,Textbox104,Textbox158,Textbox151,Textbox140,Textbox122
Period Ending  3/31/2015,Personal Residential - Condominium Unit Owners - WIND ONLY,"48,929",679,"1,565",0,0,"1,237",0,"8,125,189,530","43,779,313","48,929",0,"43,779,313",0,"7,638","11,801",,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Dwelling/Fire,"759,792","26,571","15,940",0,16,"44,733","53,971","153,690,882,324","953,019,064","705,821","14,745,858,109","905,744,683","47,274,381","39,065","36,577",,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Dwelling/Fire - Mobile Homeowners,"87,908","1,020","1,195",0,0,"2,751","3,288","3,818,897,378","44,399,994","84,620","108,440,679","43,771,530","628,464","17,173","20,149",,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,508,6,15,0,0,14,0,"14,694,080","344,594",508,0,"344,594",0,0,0,,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Farmowners,"2,678",47,50,0,0,74,10,"1,376,814,375","9,993,385","2,668","9,515,649","9,936,567","56,818",48,48,,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,206,295","98,118","44,989",2,90,"159,041","157,202","1,371,121,960,175","6,754,165,569","3,049,093","115,904,378,769","6,492,513,871","261,651,698","57,175","55,250",,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"126,367","2,268","2,768",0,0,"2,038",0,"64,629,861,323","350,075,751","126,367",0,"350,075,751",0,"5,999","11,600",,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Mobile Homeowners,"255,543","5,889","4,033",7,0,"14,218","12,170","21,458,314,120","250,396,721","243,373","827,210,007","246,166,258","4,230,463","7,461","5,176",,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Mobile Homeowners - WIND ONLY,"4,599",93,171,0,0,61,0,"182,685,170","3,487,932","4,599",0,"3,487,932",0,0,0,,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Tenants,"465,847","54,353","4,179",0,0,"76,152","9,150","11,802,915,004","109,978,700","456,697","602,103,021","107,061,280","2,917,420","3,863","3,751",,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  3/31/2015,Personal Residential - Tenants - WIND ONLY,"1,208",63,173,0,0,78,0,"101,155,000","1,282,396","1,208",0,"1,282,396",0,16,77,,,,,,,,,,,,,,,,"5,830,897","215,819","92,786",11,119,"350,146","335,897","1,889,744,848,589","10,204,128,739","5,495,000","165,602,054,989","9,789,161,763","414,966,977","153,941","161,396",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Commercial Residential - (Apartment Buildings) - WIND ONLY,"3,268",99,302,0,0,239,0,"3,544,868,316","25,902,066","3,268",0,"25,902,066",0,0,1,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Commercial Residential - (Condo Associations Only) - WIND ONLY,"5,088",91,891,0,0,574,0,"28,667,213,745","131,375,209","5,088",0,"131,375,209",0,0,0,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Commercial Residential - (Homeowners Association) - WIND ONLY,298,6,25,0,0,16,0,"1,170,332,197","5,494,044",298,0,"5,494,044",0,0,0,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Commercial Residential - Allied Lines (Condo Associations Only),"4,587",14,179,0,0,427,0,"35,615,713,539","219,072,055","4,587",0,"219,072,055",0,2,0,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Commercial Residential - Allied Lines (Excl Condo Associations),862,14,47,0,0,213,2,"29,033,138,848","157,278,820",860,"31,716,043","157,271,583","7,237",0,0,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Commercial Residential - CMP (Condo Associations Only),"4,451",459,149,0,0,457,"1,504","36,786,215,115","147,816,225","2,947","9,272,941,148","136,531,451","11,284,775",0,0,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Commercial Residential - CMP (Excl Condo Associations),"6,229",145,97,0,0,216,807,"6,085,707,015","28,633,209","5,422","869,561,570","25,747,935","2,885,274",11,13,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Commercial Residential - Dwelling/Fire (Condo Associations Only),"4,143",104,412,0,0,197,128,"31,557,564,548","155,052,999","4,015","358,390,492","154,196,449","856,550",0,9,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"2,167",48,101,0,0,56,143,"7,857,004,712","34,847,677","2,024","319,205,559","34,284,633","563,044",0,3,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Allied Lines,"49,635","1,710","1,149",0,0,"4,538","1,860","8,002,735,192","70,671,848","47,775","2,946,458,127","61,812,189","8,859,659",0,0,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"22,099",775,915,0,0,"1,038",0,"7,372,950,257","46,152,346","22,099",0,"46,152,346",0,0,1,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Condominium Unit Owners,"778,532","27,257","16,032",0,25,"51,998","96,467","74,343,200,111","723,337,144","682,065","18,318,840,262","650,091,733","73,245,411","8,604","7,452",,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Condominium Unit Owners - WIND ONLY,"54,277","1,208","4,875",0,0,"4,967",0,"8,956,565,736","53,553,276","54,277",0,"53,553,276",0,"4,889",569,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Dwelling/Fire,"775,765","31,680","17,979",0,25,"52,809","56,280","154,556,681,175","957,993,805","719,485","14,910,619,631","908,945,378","49,048,427","11,755","8,846",,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Dwelling/Fire - Mobile Homeowners,"68,658","1,982","2,005",0,0,"7,595","3,041","2,880,171,867","36,887,097","65,617","112,375,635","36,258,099","628,997","7,910",756,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,478,23,23,0,0,16,0,"13,755,980","329,461",478,0,"329,461",0,0,0,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Farmowners,"2,638",56,60,0,0,77,10,"1,367,308,365","9,888,981","2,628","9,470,797","9,832,417","56,564",53,53,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,233,782","106,854","56,174",2,149,"190,874","156,524","1,391,539,829,811","6,753,047,880","3,077,258","115,549,686,876","6,492,738,791","260,309,088","45,525","42,717",,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"130,597","3,112","4,427",0,0,"3,351",0,"66,345,249,657","365,443,288","130,597",0,"365,443,288",0,"2,838","1,095",,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Mobile Homeowners,"256,406","6,745","3,888",14,0,"18,740","12,405","21,435,221,536","254,313,212","244,001","839,084,353","250,083,373","4,229,839","8,412","1,168",,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Mobile Homeowners - WIND ONLY,"4,319",124,289,0,0,133,0,"165,267,670","3,233,593","4,319",0,"3,233,593",0,0,0,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Tenants,"488,559","62,494","5,849",0,0,"91,625","9,391","12,324,520,216","114,044,926","479,168","603,689,849","111,124,019","2,920,908",989,478,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  6/30/2015,Personal Residential - Tenants - WIND ONLY,"2,845",109,613,0,0,447,0,"533,072,278","4,416,844","2,845",0,"4,416,844",0,8,90,,,,,,,,,,,,,,,,"5,899,683","245,109","116,481",16,199,"430,603","338,562","1,930,154,287,887","10,298,786,006","5,561,121","164,142,040,342","9,883,890,232","414,895,773","90,996","63,251",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Commercial Residential - (Apartment Buildings) - WIND ONLY,"2,677",79,157,0,0,122,0,"2,575,818,796","18,933,431","2,677",0,"18,933,431",0,0,0,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Commercial Residential - (Condo Associations Only) - WIND ONLY,"3,613",48,180,0,0,65,0,"17,561,720,769","76,075,001","3,613",0,"76,075,001",0,0,0,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Commercial Residential - (Homeowners Association) - WIND ONLY,222,9,5,0,0,0,0,"883,072,405","3,660,124",222,0,"3,660,124",0,0,0,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Commercial Residential - Allied Lines (Condo Associations Only),"4,683",3,122,0,0,221,0,"54,352,189,588","327,714,620","4,683",0,"327,714,620",0,0,0,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Commercial Residential - Allied Lines (Excl Condo Associations),696,20,28,0,0,37,2,"7,098,368,009","17,771,182",694,"31,716,043","17,763,945","7,237",0,0,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Commercial Residential - CMP (Condo Associations Only),"4,363",158,122,0,0,165,"1,429","37,634,978,711","109,993,539","2,934","8,528,857,517","99,483,690","10,509,849",0,0,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Commercial Residential - CMP (Excl Condo Associations),"6,224",161,55,0,0,244,814,"5,959,450,474","28,203,896","5,410","835,597,042","25,312,609","2,891,287",6,5,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Commercial Residential - Dwelling/Fire (Condo Associations Only),"4,180",39,119,0,0,187,119,"31,838,378,315","153,858,397","4,061","281,862,298","153,432,429","425,968",34,42,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"2,106",47,68,0,0,52,137,"7,820,894,696","33,084,391","1,969","308,890,859","32,538,588","545,803",0,2,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Personal Residential - Allied Lines,"51,862","1,786",977,0,0,"4,992","2,016","8,375,123,147","74,878,772","49,846","2,776,511,949","66,369,688","8,509,084",0,0,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"21,529",727,"3,966",0,0,"4,152",0,"7,271,195,519","45,941,918","21,529",0,"45,941,918",0,0,0,,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Personal Residential - Condominium Unit Owners,"786,659","22,361","16,149",1,12,"47,112","96,755","75,888,011,024","728,737,492","689,904","18,414,964,485","655,646,397","73,091,095","4,529","3,939",,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Personal Residential - Condominium Unit Owners - WIND ONLY,"43,619",795,"6,008",0,0,"5,995",0,"7,251,501,570","38,366,226","43,619",0,"38,366,226",0,"7,614","7,993",,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
Period Ending  9/30/2015,Personal Residential - Dwelling/Fire,"758,810","29,578","31,128",2,31,"63,792","52,332","154,686,278,551","947,983,249","706,478","14,224,855,531","902,935,176","45,048,073","10,651","6,829",,,,,,,,,,,,,,,,"5,941,081","236,689","156,954",19,215,"466,815","333,139","1,931,882,799,287","10,101,217,386","5,607,942","161,281,481,563","9,700,035,192","401,182,194","65,301","59,652",,,,,,,,,,,,,,,
