textbox14,textbox79,textbox83,textbox81,textbox48
"Quarter 4 (10/01/2012-12/31/2012), Quarter 3 (07/01/2012-09/30/2012), Quarter 2 (04/01/2012-06/30/2012), Quarter 1 (01/01/2012-03/31/2012)",All,All,All,2/16/2026 3:19:07 PM

textbox7,POLICY_TYPE_NM,PIF_TOT,CAN_TOT,NONR_TOT,CHURR_TOT,NRHURR_TOT,NEW_TOT,textbox1,textbox3,PREM_TOT,textbox4,textbox5,textbox6,PEXW_TOT,textbox9,textbox10,CLAIMS_OPENED_TOT,CLAIMS_CLOSED_TOT,CLAIMS_PENDING_TOT,CLAIMS_ADR_TOT,CLAIMS_MED_TOT,CLAIMS_ARB_TOT,CLAIMS_APP_TOT,CLAIMS_SINK_TOT,CLAIMS_SETTL_TOT,CLAIMS_OTH_TOT,SumLawsuitsClosedTot,SumLawsuitsClosedCon,SumLawsuitsOpenBegin,SumLawsuitsOpenEnd,SumLawsuitsOpenTot,textbox63,textbox64,textbox65,textbox66,textbox67,textbox68,textbox69,textbox70,textbox71,textbox72,textbox73,textbox74,textbox75,textbox76,textbox77,CLAIMS_OPENED_TOT1,CLAIMS_CLOSED_TOT1,CLAIMS_PENDING_TOT1,CLAIMS_ADR_TOT1,CLAIMS_MED_TOT1,CLAIMS_ARB_TOT1,CLAIMS_APP_TOT1,CLAIMS_SINK_TOT1,CLAIMS_SETTL_TOT1,CLAIMS_OTH_TOT1,Textbox104,Textbox158,Textbox151,Textbox140,Textbox122
Period Ending  3/31/2012,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"26,738",404,685,0,0,799,0,"9,209,504,818","41,643,347","26,738",0,"41,643,347",0,0,0,,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Condominium Unit Owners,"778,474","34,608","10,824",0,234,"38,279","86,051","71,876,298,668","630,892,044","692,423","16,107,450,670","567,691,407","63,200,636","11,611","11,611",,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Condominium Unit Owners - WIND ONLY,"56,078",514,"1,755",0,0,"1,654",0,"9,846,447,500","49,958,640","56,078",0,"49,958,640",0,49,397,,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Dwelling/Fire,"707,219","21,078","19,514",0,"1,409","48,189","50,584","140,106,150,701","801,376,355","656,635","14,325,829,723","756,444,367","44,931,988","11,958","10,946",,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Dwelling/Fire - Mobile Homeowners,"93,270","2,354","6,286",0,0,"4,677","2,793","4,456,042,440","62,923,004","90,477","108,731,706","62,238,879","684,125",0,0,,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,653,4,14,0,0,9,0,"28,435,910","531,490",653,0,"531,490",0,0,0,,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Farmowners,"2,951",51,220,0,0,66,2,"1,511,373,838","9,898,470","2,949","576,327","9,895,284","3,186",2,2,,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,479,086","119,346","62,048",1,"5,036","166,327","198,340","1,481,289,927,471","6,945,425,493","3,280,746","148,103,351,883","6,619,349,175","326,076,318","40,454","38,727",,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"167,407","1,916","4,142",0,0,"3,465",0,"99,403,244,817","416,357,161","167,407",0,"416,357,161",0,146,915,,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Mobile Homeowners,"290,824","9,718","7,444",13,53,"12,003","10,218","25,291,908,883","315,528,375","280,606","759,330,676","311,317,923","4,210,453",35,35,,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Mobile Homeowners - WIND ONLY,"6,506",43,275,0,0,150,0,"403,001,900","6,053,528","6,506",0,"6,053,528",0,0,0,,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Tenants,"355,788","42,127","1,654",0,41,"51,651","7,032","10,355,869,854","85,809,162","348,756","504,163,261","83,369,801","2,439,361","4,349","4,126",,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  3/31/2012,Personal Residential - Tenants - WIND ONLY,"1,974",64,155,0,0,91,0,"158,088,350","1,295,920","1,974",0,"1,295,920",0,16,89,,,,,,,,,,,,,,,,"6,094,080","237,996","117,948",14,"7,209","333,174","365,481","2,068,118,627,706","10,438,299,692","5,728,599","198,627,028,174","9,957,487,130","480,812,562","68,635","66,867",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Commercial Residential - (Apartment Buildings) - WIND ONLY,"4,542",90,168,0,0,110,0,"3,899,159,684","25,551,427","4,542",0,"25,551,427",0,0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Commercial Residential - (Condo Associations Only) - WIND ONLY,"6,718",56,230,0,0,233,0,"46,735,826,482","193,089,645","6,718",0,"193,089,645",0,0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Commercial Residential - (Homeowners Association) - WIND ONLY,380,4,23,0,0,15,0,"1,385,379,562","5,803,002",380,0,"5,803,002",0,0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Commercial Residential - Allied Lines (Condo Associations Only),64,0,24,0,0,18,16,"66,067,987","480,125",48,"41,754,522","358,877","121,248",1,1,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Commercial Residential - Allied Lines (Excl Condo Associations),"1,043",13,76,0,0,75,37,"2,906,033,267","11,178,682","1,006","209,937,670","10,514,207","664,475",0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Commercial Residential - CMP (Condo Associations Only),"8,029",523,"1,022",0,0,"1,436","1,830","75,999,261,627","413,386,252","6,199","13,085,242,531","398,889,558","14,496,694",1,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Commercial Residential - CMP (Excl Condo Associations),"43,086","1,649","1,090",0,497,460,"5,841","15,229,705,557","75,458,666","37,245","3,614,730,155","66,519,643","8,939,024",22,17,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Commercial Residential - Dwelling/Fire (Condo Associations Only),"5,356",76,344,0,0,243,191,"46,823,635,906","244,964,751","5,165","703,935,800","243,598,226","1,366,525",0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,346",73,143,0,0,186,179,"10,465,294,517","55,291,017","3,167","420,985,171","54,640,989","650,028",1,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Allied Lines,"51,937","3,446",259,0,0,"3,924","1,689","8,205,260,747","58,091,159","50,248","2,559,110,625","50,867,284","7,223,875",0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"26,395",504,800,0,0,961,0,"9,028,348,397","42,436,847","26,395",0,"42,436,847",0,0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Condominium Unit Owners,"776,380","36,432","13,650",0,188,"47,145","88,565","71,343,469,220","645,350,199","687,815","16,582,029,353","580,010,563","65,339,636","7,044","7,860",,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Condominium Unit Owners - WIND ONLY,"56,388",693,"2,244",0,0,"2,851",0,"9,784,245,850","50,686,365","56,388",0,"50,686,365",0,66,462,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Dwelling/Fire,"714,825","24,387","22,351",0,"1,686","53,679","50,478","141,459,650,330","819,833,783","664,347","14,304,354,798","774,356,178","45,477,605","4,810","5,463",,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Dwelling/Fire - Mobile Homeowners,"88,042","2,446","6,816",0,0,"4,034","2,617","4,189,065,235","59,328,877","85,425","100,946,610","58,703,299","625,578",0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,629,3,32,0,0,11,0,"27,348,140","523,558",629,0,"523,558",0,0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Farmowners,"2,983",82,124,0,0,239,4,"1,528,411,497","10,307,865","2,979","5,875,827","10,283,034","24,831",1,1,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,462,946","130,591","77,591",747,"13,684","189,233","197,106","1,468,110,752,096","7,056,501,807","3,265,840","146,676,274,250","6,726,855,602","329,646,205","14,180","16,967",,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"164,267","2,941","5,393",0,0,"4,231",0,"95,846,108,085","414,911,130","164,267",0,"414,911,130",0,231,"1,194",,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Mobile Homeowners,"287,379","8,785","7,545",14,72,"12,866","10,432","24,810,892,951","311,616,518","276,947","766,927,628","307,375,226","4,241,292",3,3,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Mobile Homeowners - WIND ONLY,"6,285",79,357,0,0,215,0,"386,997,720","5,913,173","6,285",0,"5,913,173",0,0,0,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Tenants,"366,505","49,103","1,930",0,11,"61,659","7,301","10,700,549,193","90,772,803","359,204","508,383,269","88,299,916","2,472,886","1,918","1,965",,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  6/30/2012,Personal Residential - Tenants - WIND ONLY,"1,894",104,192,0,0,129,0,"150,881,750","1,286,400","1,894",0,"1,286,400",0,12,99,,,,,,,,,,,,,,,,"6,079,419","262,080","142,404",761,"16,138","383,953","366,286","2,049,082,345,799","10,592,764,051","5,713,133","199,580,488,208","10,111,474,149","481,289,901","28,290","34,032",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Commercial Residential - (Apartment Buildings) - WIND ONLY,"4,499",94,84,0,0,135,0,"4,055,121,259","27,339,999","4,499",0,"27,339,999",0,0,0,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Commercial Residential - (Condo Associations Only) - WIND ONLY,"6,746",31,112,0,0,171,0,"47,192,757,895","198,101,773","6,746",0,"198,101,773",0,0,0,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Commercial Residential - (Homeowners Association) - WIND ONLY,382,5,7,0,0,14,0,"1,455,107,025","6,132,068",382,0,"6,132,068",0,0,0,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Commercial Residential - Allied Lines (Condo Associations Only),61,2,6,0,0,5,16,"57,890,572","450,908",45,"41,795,522","321,431","129,477",1,1,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Commercial Residential - Allied Lines (Excl Condo Associations),"1,025",11,52,0,0,45,34,"2,443,476,032","11,199,865",991,"159,929,366","10,634,613","565,252",1,0,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Commercial Residential - CMP (Condo Associations Only),"8,103",139,478,0,1,694,"1,839","76,160,264,621","416,897,588","6,264","13,245,954,634","402,187,382","14,710,206",1,2,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Commercial Residential - CMP (Excl Condo Associations),"41,662","1,085",693,0,436,350,"5,689","14,361,185,769","74,536,814","35,973","3,582,607,430","65,725,040","8,811,773",6,7,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Commercial Residential - Dwelling/Fire (Condo Associations Only),"5,361",47,160,0,2,214,188,"47,102,702,105","247,045,912","5,173","689,366,300","245,693,656","1,352,256",0,0,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"3,326",65,116,0,0,158,177,"10,373,972,265","57,621,254","3,149","451,901,986","56,907,719","713,535",0,1,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Personal Residential - Allied Lines,"52,351","3,317",177,0,0,"3,911","1,748","8,306,583,403","59,368,268","50,603","2,449,112,246","52,424,351","6,943,917",0,0,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"26,511",490,837,0,0,"1,443",0,"8,849,313,798","43,833,808","26,511",0,"43,833,808",0,0,0,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Personal Residential - Condominium Unit Owners,"779,343","28,446","8,059",1,140,"39,314","89,964","71,640,163,544","662,877,396","689,379","16,767,519,037","596,309,665","66,567,731","2,502","2,635",,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
Period Ending  9/30/2012,Personal Residential - Condominium Unit Owners - WIND ONLY,"58,196",630,"2,157",0,0,"4,279",0,"9,920,979,250","52,066,699","58,196",0,"52,066,699",0,88,404,,,,,,,,,,,,,,,,"6,102,249","234,959","104,868",564,"12,453","363,204","367,178","2,037,376,882,450","10,732,887,432","5,735,071","197,184,751,128","10,250,870,328","482,017,104","8,254","7,659",,,,,,,,,,,,,,,
